current_path,proposed_final_path,disposition,referenced_by,historical_record_references,scientific_role,evidence_deletion_safe,replacement,sha256,bytes
scripts/job-status.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,800e19835ebc91418302fb99a739c82426448619f7659f4943055a76f58d80a7,556
scripts/normalize-v3-line-endings.py,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,2ad0f0ed75400d2346a5aaadd44eadf32a5cb4e6b7913689fdccb169efceb752,4515
scripts/normalize-v4-maintenance-line-endings.py,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,ff00bdd7a4432fb82d6d6aeb40a361414373a352d8a4bca64cbdd6192d4ee6a9,2337
scripts/plan-v6-power-and-compute.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,aad8289d0eb8a699e8f0159fb79f52770d8853c84c07d583a0d3d8351e2baf51,457
scripts/prefetch-models.py,scripts/prefetch-models.py,retain,docs/reproducibility.md; thermoagent/statmech_llm/reporting.py; thermoagent/statmech_llm/repository_audit.py; thermoagent/statmech_llm/workflow.py,,download and verify pinned model revisions outside Git,retained in positive final workflow closure,scripts/prefetch-models.py,d6e8554ec9718b758ed48d09e78af363e268148c9abc6f303b8f237afdd41754,3080
scripts/profile-budget.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,e57df2a4e9b766152dbba2f53587284f74bd7354482b2e7bcaf0868243c14d37,455
scripts/profile-human-operator-real-llm.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,7e8db0576a785fc73a43bc3f87122c04eae99a0734dfe04c3d8fbdb64eb713fe,165
scripts/rebuild-doet-results.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh; scripts/verify-results.sh,b52bbc1e2ca217ee77db1eb98deb272d25553337268c1694a3c095f02285f025,505
scripts/rebuild-human-operator-results.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh; scripts/verify-results.sh,76d036e0f50b369493262f7fcc8b040df33ba9875ae0c15bd2d51c20a0fa71d4,403
scripts/rebuild-human-operator-v4-results.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh; scripts/verify-results.sh,54c5dc60294d42c2c817678ba4e8532e4987ede159f0b4cad2aa35525ddd7933,429
scripts/rebuild-results.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh; scripts/verify-results.sh,98b24941208cf10354cece4e803a12b8cf87c96044c1816699a5429554fec1b6,246
scripts/record-v8-manual-pdf-qa.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/verify-results.sh; historical manifests are records, not runtime dependencies",scripts/verify-results.sh,b3c40e80d0d6454b61a4e8d63924e0da48e9ee941cf58bed0b020369704b7036,1605
scripts/replay-doet-results.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,6a9422c91542b83323878c148f2d3d45dfb662815c5396d0286e3a657a3c5b77,490
scripts/replay-human-operator-results.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,52548d3b1e1f4ed6587d5fb4e45df93df9c92ebb6eb4426a19dfdd5f1751e72f,190
scripts/replay-human-operator-v4-results.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,c7af33f2ec4a3172674dd0c47652faa0f8166b4f7639c34cb2c98cf7754ef34a,174
scripts/replay-human-operator-v5-results.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,75f4a11b39597f57d6be3cc649d63c5df16f24160fc83b18fddfbc3afbfb74d0,530
scripts/replay-pilot-v6.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,dcfeda01f4638e9724bfd31c7ed6bd120ff1e55432010c4f6cc0128ca3b33a48,366
scripts/replay-pilot-v7.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,146c74a44461222a9d48f74e6ba44d3cc05062d5735baa99cdb1beb6ad819c7a,366
scripts/replay-pilot-v8.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,975f0c406b577e1fb026b7187aeffff57a41ad40015da5387a44ec81d1412197,366
scripts/replay-results.sh,scripts/replay-results.sh,retain,README.md; docs/reproducibility.md; thermoagent/statmech_llm/corrected_quench/reporting.py; thermoagent/statmech_llm/discovery/reporting.py; thermoagent/statmech_llm/replication/reporting.py; thermoagent/statmech_llm/repository_audit.py; thermoagent/statmech_llm/workflow.py,,replay retained external decision records,retained in positive final workflow closure,scripts/replay-results.sh,09a8fe2554b0283d2bdc77038605ce428483f216aeded3a7e333b0ee341325ce,1241
scripts/replay-statmech-v12.sh,,delete_after_reference_check,,results/JSTAT/stages/discovery/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,b4aa1ecfaacf35019a2293159ddbf80889920b98fbce4027cce88eee4ba8cec4,325
scripts/replay-statmech-v13.sh,,delete_after_reference_check,,results/JSTAT/stages/replication/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/replication/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,0990c0e5604e3c147167da37d7af4f9f854876acc9a77fd5bbe64cc7bdc287c3,325
scripts/replay-statmech-v14.sh,,delete_after_reference_check,,results/JSTAT/stages/corrected_quench/corrections/scientific_audit_1_1/historical_original/report.md; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_index.csv; results/JSTAT/stages/corrected_quench/provenance/preconsolidation_repository_manifest.csv; results/JSTAT/stages/corrected_quench/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,472e3716d35d39543bb31e98418a99fbbfb12a9a66a37ec8f1beb368ad4cac2e,300
scripts/replay-statmech-v15.sh,,delete_after_reference_check,,results/JSTAT/stages/cross_model/provenance/preconsolidation_index.csv; results/JSTAT/stages/cross_model/provenance/preconsolidation_repository_manifest.csv,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,235e031682b24c5569d18f4b7568c8f0feca5c4a26edfa71ef92d9ac469e277c,400
scripts/replay-v6-results.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,108ed24561e90cc4e4bedbd79de4535a5653b095b2203adc385ba5c0691b1580,618
scripts/replay-v7-results.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,2eacfbc17c4147e9bfe4578dad7a9be7df313b8e7c9184ebf22dacf0a659b26b,239
scripts/replay-v8-results.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by scripts/replay-results.sh; historical manifests are records, not runtime dependencies",scripts/replay-results.sh,b2d6edb3039a85e9e0958856443b97a862790e46f25c7cff344afb6927c4bb49,431
scripts/run-ablations.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,f677f9f2658925e2d651cec8146a3a88acce8d0c101940129af8fa411f797b3c,446
scripts/run-agentic-smoke.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,7f794736b02c0b4e5d2296107fbfaa222a4581002747d6e01940c692e69a0160,519
scripts/run-calibration.sh,,delete_after_reference_check,,,abandoned pre-publication experiment workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,637757824ef41fbed15d76090987359169d974f699566dfc6ffc11441d3aa9eb,524
scripts/run-central-llm-smoke.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d484e24423227be9cada9add204b26ed99c011a5dad754d9efdb2f3cc355900e,179
scripts/run-doet-ablations.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,1ac00dabc8cc2d5da554b1a1e2508c464bb06a3c4cb6a68485dad59622fe2d35,1450
scripts/run-doet-calibration.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,4fd525ed1be530d82ddb9e55ad78e0bb7ec75458d8dd9207d42aa40c3f3b2f0b,426
scripts/run-doet-holdout.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,b6abd714b09755442d7a58947a54f39413589e4115d33b689ae2133ea943683e,1283
scripts/run-doet-profile.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,46395db4d31d692288fa459310bed07cbc740266c0b3e9664e7e0f96ac12030e,894
scripts/run-doet-validation.sh,,delete_after_reference_check,,,abandoned logistics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,c9c5fe091974516ea73c74dbb657682fcf11081bba8e44e379756297ed22be7e,615
scripts/run-entropy-trigger-diagnostics.sh,,delete_after_reference_check,,,superseded entropy-controller workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,797c91e08308f9aa9d308be1067edf35d43b5e225af394873923848f28637243,538
scripts/run-formal-experiment.sh,scripts/run-formal-experiment.sh,retain,README.md; docs/reproducibility.md; thermoagent/statmech_llm/corrected_quench/reporting.py; thermoagent/statmech_llm/discovery/reporting.py; thermoagent/statmech_llm/replication/reporting.py; thermoagent/statmech_llm/reporting.py; thermoagent/statmech_llm/repository_audit.py; thermoagent/statmech_llm/workflow.py,,deliberately execute one frozen model panel family,retained in positive final workflow closure,scripts/run-formal-experiment.sh,b0d357ee2e9fa122c25c945dc344e7cbcd7fab9822cc347030579372d527dbdf,1785
scripts/run-holdout.sh,,delete_after_reference_check,,,abandoned pre-publication experiment workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,283103f9563cd2cc91bf27606350f57a35cb9b449d49892db0c7bc619550676c,454
scripts/run-human-operator-ablations.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d63d5192a938eed7060d28fb7517c4f4e9d3556b31061d926b4299d60935678c,151
scripts/run-human-operator-counterfactuals.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,a2a4083ce3b21d6e2e5fd6db00e2662643316d395aa0bc8600eb60271679a425,163
scripts/run-human-operator-dashboard.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,8695e69204aecb51f2aaa9b23d4083c9be0d590e1af672bb50c996350a47051a,429
scripts/run-human-operator-development.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,0442da8b2bd7b364fbc513b0df826b9ae739c799904568ea38457d00e3a3090a,158
scripts/run-human-operator-diagnostics.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,a6d2543e44ef67dd607f1bc4659dc9f2acee7ba9df6a2b0367a32482243613fd,163
scripts/run-human-operator-holdout.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,a369efabcec25203f923981f936b67c6bcdadb98dfe969320e1248dcd84287f9,148
scripts/run-human-operator-monitoring.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,25d404d16ced7d9cd1503ff3a854e729365b9da6201eb36fe38d7ef402f73df4,213
scripts/run-human-operator-real-llm-actionability.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,ab987f2fe769ef4d0b48a6363f984f9b96be2a1e5b0cbee5fd03251b2511eb58,453
scripts/run-human-operator-tests.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,ec303cce4b246738ac00413e91dda6301df5204d2c838a5d62436625780d7f4f,528
scripts/run-human-operator-v4-dashboard.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,323b618fb3df7c9afe4c04d22ed8012943d0ddb0cd6c9ea2c89e3f19d021e0c5,295
scripts/run-human-operator-v4-development.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,4003b89efc7ee1f403420127f79ca522c6b26d6fbcf574cb56934a75fc73c7e0,305
scripts/run-human-operator-v4-holdout.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,bb7598900311617791db0bbea96ba3d4ec0daa8aa6d5f561b1d3b1363f02deb6,165
scripts/run-human-operator-v4-real-qwen.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d712ae3213ccb4891c6cd47da7706177522455102ef88fd6bb8855918c71eab2,450
scripts/run-human-operator-v4-tests.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,a1cacbfeae4555e142092bf7dc96dbe6b665ff229b487ca81071814d574b41e2,1388
scripts/run-human-operator-v4-validation.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,de081e1ac4e40f7600a5106ebe4029893e6d4da5c38e8bddbaaefb9b8e3cae16,168
scripts/run-human-operator-v5-dashboard.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,5be83b551f43e443ce3e13f11f6a4add0d8c7e3f23f696639511db027f557f3d,295
scripts/run-human-operator-v5-development.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,429ad355ec144962944f9ae97cde83ac4bc446f4c57625e4c5712245cf7f5c01,738
scripts/run-human-operator-v5-holdout.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,8004907e45430e3cb106e2353e0aab472db9e61095ab7f8b434f21df45f3bdff,158
scripts/run-human-operator-v5-real-qwen.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,57fe7950f54a7e30b9884774857bf93cb421c63cd7110618023e28db65993958,604
scripts/run-human-operator-v5-sketch-ablation.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,2986c7944a76ef2b150b47579f3c89bfc265d3d0de7de1e8a64c3accfe1c7a65,721
scripts/run-human-operator-v5-tests.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,d3e1ab509a659207401c1b8da9916eb4523f46a1c790f9db38e110e048110847,1238
scripts/run-human-operator-v5-training.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,40db695c45634c2c1a34222d802b416f78aed8248e230e223556a93d296de8d2,430
scripts/run-human-operator-v5-validation.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,98eddc1e553be9f8686ac5ee3abe5369dc01285a618fc21983db2256421d23dd,538
scripts/run-human-operator-validation.sh,,delete_after_reference_check,,,abandoned human-operator workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,dfd4751368bc8ec8061d1e5c0fa81b09d6eeac42f33bdfb675bbb9b165a0c2a1,155
scripts/run-local-smoke.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,24cd9f58b939c5fee4239acb477a8a58ee4733dee7902dc139771d14204242d2,290
scripts/run-main.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,4aeeda5d68f0f9702945c1f5733746f0494bed2541a394ddd3e81727c533eed6,463
scripts/run-model-smoke.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,4b67b9e6604b028d8638bce2340ee93707d2a9efa705b63465e615ead4c62eca,468
scripts/run-monitoring-validation-v2.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,a9f2dcee050a53c6a99a913cec9487f502d4d0627fa8f8b0db650a2a9e6f112c,575
scripts/run-pilot.sh,,delete_after_reference_check,,,abandoned pre-publication experiment workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,11356a74ac72983b4a076d9cf8055db13aa1bd99c4fe1a62c8a8b3a22f580f57,167
scripts/run-preflight.sh,,delete_after_reference_check,,,abandoned legacy repository workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,77baf21a2246cd940486302f588f397cc86d5d41272fc42c078873b3548b77d3,854
scripts/run-statmech-v10-all-cpu.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,fcbaeab27a175cb95f178aabb6f1ca04c2c9b8ed8b22bd512f67d6b6fa4c2619,481
scripts/run-statmech-v10-analysis.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh,f682a93ba6aecaa2def2bd92f2a4dbead0e6f6ef8baa4e04bbcda7c225c02336,487
scripts/run-statmech-v10-audit.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d3f36e8bcbb5b01623874db799db2e68d8002a422a31aead2468df7513012322,323
scripts/run-statmech-v10-development.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,6b755f065fbeb5fbbadd27583e4871c6409b03ad3f314befbd2e1dd9055143e8,329
scripts/run-statmech-v10-export.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,b5a8051ef5656b62860359c7e69a6eb3919582522c451afbede86782d02ae86b,346
scripts/run-statmech-v10-formal.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh,4aabf9017bc037d56e2967c195f49b728fcc993006254236abad5223a0cd6975,324
scripts/run-statmech-v10-freeze.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by configs/statmech_llm/*/protocol.yaml (already frozen); historical manifests are records, not runtime dependencies",configs/statmech_llm/*/protocol.yaml (already frozen),50f7348f91788c86a03cc5dd99be4a9a33c4ebf0cefcba43a56e3b8d2b858e74,260
scripts/run-statmech-v10-paper.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/build-jstat-paper.sh; historical manifests are records, not runtime dependencies",scripts/build-jstat-paper.sh,7f6aba4f61cc2eae6ed566d7b4caa9e35487ae9fa6267a4922190929a880cbe5,245
scripts/run-statmech-v10-qwen-analysis.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/analyze-results.sh; historical manifests are records, not runtime dependencies",scripts/analyze-results.sh,d8f7f0a30b572844bf91c9348b531bfbe14b3a81a4215fddc94142e77a4c9dc4,266
scripts/run-statmech-v10-qwen-formal.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh,8d538abc0953ff57f67b5ec6146f61c55a9bf49a690e61296ebf0fcbc42758c1,297
scripts/run-statmech-v10-qwen-freeze.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by configs/statmech_llm/*/protocol.yaml (already frozen); historical manifests are records, not runtime dependencies",configs/statmech_llm/*/protocol.yaml (already frozen),02ce5589f083def07843be7c1a495935d5dd64860f044a8c91732851b52ab420,265
scripts/run-statmech-v10-qwen-message-pilot.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,66693b4884fb57bea4112c2336be0b6679107af356165269b31c998d4c438b5e,304
scripts/run-statmech-v10-qwen-pilot.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,d749038a4c188832bcec1b1c8885e82977e10dbea8081cde19c9d84103003bf2,296
scripts/run-statmech-v10-tests.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,2b16d2fe7e9034cc422643c6f50bd1dcd0d100181d7fd1e56d20d50bdec6fbcc,608
scripts/run-statmech-v11-formal.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh,bbbee4354fab35b4d67dce459cbf441aa4c0922be0c5d88dce6f22581775ed88,338
scripts/run-statmech-v11-paper.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/build-jstat-paper.sh; historical manifests are records, not runtime dependencies",scripts/build-jstat-paper.sh,15b571eddcb83e11b466aca0214d0a50a300c143ee470364c5eefcac42980fba,286
scripts/run-statmech-v11-pilot.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,6b1b0a7ce64c475551d9d65bd3dea4d9e4237c907e6e7de5a7154105d4ff0e47,269
scripts/run-statmech-v11-qualification.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,2fdf6a32e01950a5ce5513922e28a37ac228336706d0f1914a1df8da9b44101a,366
scripts/run-statmech-v11-tests.sh,,delete_after_reference_check,,,superseded early statistical-mechanics workflow,"no active reference; functionality replaced by scripts/run-tests.sh; historical manifests are records, not runtime dependencies",scripts/run-tests.sh,7b648109a4eb916012ecf08bb2fc60b7749eae13968d3f32e21db27bf72f1aaa,141
scripts/run-statmech-v12-formal.sh,,delete_after_reference_check,,results/JSTAT/stages/discovery/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by scripts/run-formal-experiment.sh; historical manifests are records, not runtime dependencies",scripts/run-formal-experiment.sh,e7ac1a5235cac13e69891bc5295c35114e1fd0a8c21925a6591f0387c7d2036b,490
scripts/run-statmech-v12-pilot.sh,,delete_after_reference_check,,results/JSTAT/stages/discovery/provenance/stage_record.md,consolidated final-study stage wrapper,"no active reference; functionality replaced by Git history; no current publication workflow role; historical manifests are records, not runtime dependencies",Git history; no current publication workflow role,14f312b019e7d24846f6efff9279d1c8f3724ebd231529e72adbbdea87b46003,489
