application,fold,feature_block,model_key,panel_id,selected_c,training_panels,test_panels,panel_disjoint,environment_seed_disjoint
utility_restoration,5,strongest_nonentropic,strongest_nonentropic-fold-5,utility_restoration|787098|grid|medium|high|high|high|public_shared,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787053|modular|medium|low|low|low|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787058|grid|medium|low|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787059|scale_free|medium|low|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787060|scale_free|medium|medium|low|medium|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787067|scale_free|medium|medium|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787070|grid|medium|high|low|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787072|grid|medium|high|medium|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787075|scale_free|medium|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787085|scale_free|medium|high|high|high|private_fragmented,0.3,40,10,True,True
utility_restoration,5,generalized_entropic,generalized_entropic-fold-5,utility_restoration|787098|grid|medium|high|high|high|public_shared,0.3,40,10,True,True
